,year,price
4896,2016,18780
4897,2018,19980
4898,2019,22980
4899,2019,23480
4900,2019,19980
4901,2019,28480
4902,2020,42980
4903,2020,48980
4904,2020,45980
4905,2020,30980
4906,2017,14680
4907,2017,22980
4908,2017,19980
4909,2019,45480
4910,2016,22480
4911,2018,21980
4912,2018,21980
4913,2017,18980
4914,2017,19980
4915,2017,24480
4916,2017,29980
4917,2019,33980
4918,2019,47980
4919,2019,26480
4920,2019,32980
4921,2019,37980
4922,2019,24750
4923,2017,20980
4924,2017,38980
4925,2016,25000
4926,2018,19750
4927,2019,37500
4928,2019,29780
4929,2017,21500
4930,2017,21480
4931,2018,34980
4932,2019,19980
4933,2019,20980
4934,2019,27500
4935,2019,29000
4936,2019,36980
4937,2019,26980
4938,2019,41174
4939,2019,35480
4940,2016,48480
4941,2019,24750
4942,2019,24980
4943,2019,26480
4944,2016,18480
4945,2017,20500
4946,2016,17280
4947,2016,20680
4948,2016,16980
4949,2017,13980
4950,2019,25780
4951,2019,28980
4952,2019,27980
4953,2019,27980
4954,2019,22280
4955,2019,23980
4956,2019,22480
4957,2019,26480
4958,2019,26480
4959,2019,25980
4960,2019,19980
4961,2019,19980
4962,2019,24000
4963,2019,29480
4964,2019,46980
4965,2016,26000
4966,2016,32480
4967,2017,27980
4968,2018,35980
4969,2019,23480
4970,2019,24480
4971,2019,45980
4972,2019,29480
4973,2019,23480
4974,2019,22980
4975,2019,39500
4976,2020,36980
4977,2014,20000
4978,2019,41480
4979,2016,24980
4980,2019,26680
4981,2019,34980
4982,2018,22980
4983,2020,49980
4984,2019,44480
4985,2020,48980
4986,2017,15980
4987,2019,45980
4988,2020,39980
4989,2019,47980
4990,2020,67480
4991,2020,39980
4992,2017,15680
4993,2019,43680
4994,2019,37980
4995,2019,49980
4996,2017,22480
4997,2019,34980
4998,2019,44980
4999,2019,29500
5000,2019,27480
5001,2019,26480
5002,2017,22490
5003,2016,19390
5004,2015,14500
5005,2016,17990
5006,2016,18890
5007,2019,27890
5008,2019,24490
5009,2019,55690
5010,2019,28990
5011,2017,16990
5012,2017,20490
5013,2016,16990
5014,2019,24490
5015,2018,16990
5016,2019,19690
5017,2019,23990
5018,2017,28490
5019,2018,31480
5020,2018,31480
5021,2018,30680
5022,2019,24780
5023,2019,29980
5024,2018,19480
5025,2019,24980
5026,2019,24980
5027,2018,31480
5028,2016,18990
5029,2015,15490
5030,2019,27990
5031,2019,25990
5032,2019,25490
5033,2019,22990
5034,2019,48890
5035,2017,16690
5036,2019,22890
5037,2019,22990
5038,2016,12750
5039,2014,13290
5040,2015,14990
5041,2015,23000
5042,2017,19990
5043,2016,12000
5044,2018,18890
5045,2019,29950
5046,2014,11750
5047,2016,18490
5048,2019,24966
5049,2019,21856
5050,2019,28866
5051,2019,22926
5052,2019,17096
5053,2019,18844
5054,2018,19056
5055,2019,37286
5056,2019,26026
5057,2017,20672
5058,2017,13952
5059,2019,23632
5060,2019,24682
5061,2017,18886
5062,2019,27146
5063,2018,58332
5064,2017,21085
5065,2016,22792
5066,2017,33612
5067,2017,31112
5068,2019,18780
5069,2019,18780
5070,2019,27980
5071,2019,28500
5072,2019,18780
5073,2019,18780
5074,2018,23480
5075,2017,24980
5076,2018,30480
5077,2017,23980
5078,2020,29987
5079,2020,25487
5080,2020,26987
5081,2020,27987
5082,2019,36310
5083,2019,25520
5084,2019,41630
5085,2019,41430
5086,2019,45106
5087,2019,22056
5088,2015,16280
5089,2015,17280
5090,2019,29980
5091,2019,29480
5092,2019,33780
5093,2019,29980
5094,2019,31480
5095,2019,23480
5096,2019,31980
5097,2019,30500
5098,2016,14038
5099,2017,16991
5100,2016,18872
5101,2019,23314
5102,2017,19642
5103,2016,27500
5104,2015,19990
5105,2014,12995
5106,2017,26995
5107,2016,18500
5108,2014,11750
5109,2013,14250
5110,2016,12000
5111,2019,24987
5112,2019,28987
5113,2019,42987
5114,2019,42987
5115,2019,38987
5116,2019,41730
5117,2017,24912
5118,2017,35822
5119,2020,34987
5120,2020,24987
5121,2016,14472
5122,2019,24124
5123,2019,23950
5124,2019,28987
5125,2019,24094
5126,2017,17245
5127,2017,41962
5128,2017,21500
5129,2017,19500
5130,2019,28452
5131,2017,18791
5132,2019,27300
5133,2019,24172
5134,2016,14552
5135,2018,39900
5136,2016,15012
5137,2019,33842
5138,2019,46710
5139,2019,54282
5140,2019,32670
5141,2019,21980
5142,2019,31980
5143,2019,19410
5144,2017,37982
5145,2019,34987
5146,2019,43987
5147,2019,44987
5148,2019,23987
5149,2019,38487
5150,2019,21980
5151,2018,29480
5152,2019,25780
5153,2019,34980
5154,2019,44980
5155,2019,20480
5156,2019,29500
5157,2019,25980
5158,2019,23980
5159,2018,31480
5160,2016,20480
5161,2016,35980
5162,2016,34380
5163,2016,25000
5164,2019,36980
5165,2017,36980
5166,2018,25280
5167,2019,30000
5168,2019,32980
5169,2019,29980
5170,2019,29980
5171,2019,34480
5172,2019,45480
5173,2019,39897
5174,2016,24480
5175,2019,29500
5176,2018,35002
5177,2019,30480
5178,2019,33480
5179,2019,33480
5180,2019,23980
5181,2019,29980
5182,2019,29980
5183,2019,21480
5184,2019,31980
5185,2020,40480
5186,2019,37980
5187,2019,30980
5188,2019,37480
5189,2017,25000
5190,2016,19000
5191,2016,21500
5192,2017,17490
5193,2020,49980
5194,2020,35980
5195,2020,35980
5196,2017,20980
5197,2017,20480
5198,2020,40980
5199,2019,24980
5200,2019,22800
5201,2019,28180
5202,2019,23680
5203,2018,23500
5204,2019,44480
5205,2019,25780
5206,2019,23480
5207,2019,23780
5208,2018,27980
5209,2019,24780
5210,2015,11680
5211,2016,25980
5212,2019,21980
5213,2019,49980
5214,2016,21980
5215,2019,26980
5216,2019,20380
5217,2020,43995
5218,2014,12995
5219,2019,22940
5220,2019,32640
5221,2017,20940
5222,2016,31041
5223,2016,14600
5224,2017,16500
5225,2017,15200
5226,2016,20449
5227,2019,21656
5228,2019,25950
5229,2019,21497
5230,2019,31740
5231,2019,30450
5232,2019,47950
5233,2019,32240
5234,2019,32540
5235,2019,30640
5236,2019,26140
5237,2019,26480
5238,2019,74980
5239,2019,30980
5240,2018,28480
5241,2019,38480
5242,2016,18980
5243,2019,20480
5244,2018,24040
5245,2017,37000
5246,2016,17440
5247,2019,34740
5248,2019,28450
5249,2019,30240
5250,2019,28150
5251,2019,34740
5252,2019,40531
5253,2019,32940
5254,2019,27280
5255,2019,27980
5256,2019,27980
5257,2019,26980
5258,2019,27480
5259,2016,16680
5260,2016,18980
5261,2019,26995
5262,2018,27950
5263,2019,27250
5264,2018,23500
5265,2019,36000
5266,2018,77500
5267,2019,39750
5268,2017,24750
5269,2019,42995
5270,2016,33750
5271,2019,24995
5272,2019,24640
5273,2019,30840
5274,2019,21340
5275,2019,24940
5276,2019,21940
5277,2019,28940
5278,2019,26940
5279,2019,31640
5280,2019,26440
5281,2015,12233
5282,2017,19940
5283,2017,20240
5284,2017,19240
5285,2019,30740
5286,2019,24640
5287,2018,21995
5288,2018,19995
5289,2016,28980
5290,2019,48480
5291,2018,22980
5292,2019,39000
5293,2020,24780
5294,2020,22980
5295,2019,25440
5296,2019,23740
5297,2019,46995
5298,2020,46402
5299,2020,54000
5300,2016,14500
5301,2019,25080
5302,2017,22380
5303,2014,13991
5304,2014,12600
5305,2017,17295
5306,2013,10999
5307,2014,15600
5308,2018,25500
5309,2019,25495
5310,2017,18495
5311,2019,105000
5312,2019,24987
5313,2019,36987
5314,2019,43987
5315,2017,20662
5316,2019,22490
5317,2019,22990
5318,2019,22990
5319,2019,22990
5320,2014,14732
5321,2015,15500
5322,2019,29000
5323,2016,14500
5324,2018,25750
5325,2019,30000
5326,2019,19750
5327,2019,48980
5328,2019,24780
5329,2017,14500
5330,2018,30380
5331,2018,30680
5332,2019,32980
5333,2016,20380
5334,2020,33980
5335,2019,26487
5336,2020,25344
5337,2017,15950
5338,2019,27995
5339,2014,10932
5340,2017,24502
5341,2016,22490
5342,2015,14490
5343,2017,18490
5344,2019,39700
5345,2015,11772
5346,2019,45390
5347,2020,28991
5348,2020,29991
5349,2020,30991
5350,2020,29991
5351,2020,24991
5352,2020,41991
5353,2020,35491
5354,2018,18700
5355,2017,14307
5356,2016,19740
5357,2018,18900
5358,2016,16800
5359,2016,20510
5360,2015,12340
5361,2018,19660
5362,2016,16900
5363,2019,39995
5364,2020,39950
5365,2020,29750
5366,2020,38995
5367,2020,38995
5368,2016,24995
5369,2016,56995
5370,2019,24495
5371,2019,22000
5372,2014,11750
5373,2020,39995
5374,2019,26450
5375,2017,21995
5376,2019,36995
5377,2019,26000
5378,2018,22995
5379,2019,32500
5380,2017,20491
5381,2015,16341
5382,2018,22031
5383,2019,25984
5384,2018,16571
5385,2016,29221
5386,2017,16690
5387,2016,18280
5388,2016,13600
5389,2014,15500
5390,2017,17200
5391,2016,16500
5392,2018,21500
5393,2018,28000
5394,2019,24480
5395,2015,10090
5396,2017,21182
5397,2019,30976
5398,2019,45636
5399,2019,25196
5400,2019,26385
5401,2019,26335
5402,2018,17906
5403,2019,28706
5404,2016,20052
5405,2019,45386
5406,2019,23842
5407,2019,30672
5408,2017,23111
5409,2018,29992
5410,2019,26176
5411,2019,19284
5412,2017,25092
5413,2017,23401
5414,2017,21156
5415,2019,26176
5416,2019,49792
5417,2017,16911
5418,2015,15142
5419,2017,23942
5420,2019,25810
5421,2019,27780
5422,2019,19090
5423,2017,18812
5424,2019,36450
5425,2019,25920
5426,2019,22524
5427,2019,18964
5428,2015,16892
5429,2019,34526
5430,2016,16306
5431,2017,15362
5432,2017,22452
5433,2018,17572
5434,2017,15042
5435,2019,22706
5436,2017,15872
5437,2016,19383
5438,2019,27696
5439,2019,20952
5440,2018,22162
5441,2017,39336
5442,2017,18836
5443,2017,31664
5444,2019,42450
5445,2017,16092
5446,2018,38782
5447,2017,46002
5448,2019,57526
5449,2019,20340
5450,2019,23700
5451,2019,45800
5452,2019,37680
5453,2019,39680
5454,2019,36350
5455,2019,29066
5456,2014,12995
5457,2015,16495
5458,2015,16691
5459,2016,16512
5460,2017,20191
5461,2016,15071
5462,2016,25342
5463,2019,51912
5464,2016,38362
5465,2017,21011
5466,2018,20822
5467,2019,39991
5468,2019,48491
5469,2019,38991
5470,2019,26991
5471,2019,37991
5472,2019,41491
5473,2017,18258
5474,2019,30941
5475,2018,40796
5476,2019,21995
5477,2017,40980
5478,2016,19802
5479,2020,36851
5480,2019,41620
5481,2019,39200
5482,2019,23340
5483,2019,18990
5484,2019,19560
5485,2017,22151
5486,2017,28962
5487,2017,21972
5488,2020,25991
5489,2019,43750
5490,2019,23480
5491,2019,21450
5492,2019,36420
5493,2019,49010
5494,2018,20932
5495,2019,36090
5496,2016,22890
5497,2016,20990
5498,2019,27490
5499,2017,30890
5500,2017,31990
5501,2015,30990
5502,2017,27890
5503,2016,15890
5504,2017,33890
5505,2018,33890
5506,2017,17107
5507,2017,14420
5508,2015,12995
5509,2018,15812
5510,2019,32526
5511,2019,19182
5512,2019,25676
5513,2019,24202
5514,2018,23963
5515,2019,30436
5516,2019,31216
5517,2019,29966
5518,2016,14581
5519,2015,15395
5520,2017,20795
5521,2015,12999
5522,2015,15995
5523,2015,12995
5524,2014,13999
5525,2018,22900
5526,2019,24711
5527,2016,31982
5528,2013,14972
5529,2019,16846
5530,2016,22450
5531,2016,19990
5532,2018,22990
5533,2017,18890
5534,2017,19890
5535,2018,36990
5536,2020,27990
5537,2020,24990
5538,2019,32690
5539,2016,17450
5540,2016,19812
5541,2020,28891
5542,2019,38200
5543,2019,35891
5544,2019,33190
5545,2017,20662
5546,2018,22072
5547,2017,23462
5548,2016,21991
5549,2018,33690
5550,2016,31990
5551,2020,25490
5552,2019,37790
5553,2017,29090
5554,2018,26490
5555,2015,14290
5556,2019,23890
5557,2019,20990
5558,2016,22372
5559,2017,21111
5560,2019,30582
5561,2017,19981
5562,2018,18171
5563,2014,15491
5564,2018,20490
5565,2019,35891
5566,2016,20391
5567,2018,18972
5568,2018,28982
5569,2015,15135
5570,2019,34120
5571,2020,35981
5572,2019,22760
5573,2019,31480
5574,2019,23490
5575,2019,22380
5576,2014,11650
5577,2016,13990
5578,2014,9701
5579,2017,18956
5580,2017,17150
5581,2015,15250
5582,2019,42981
5583,2019,35981
5584,2014,13995
5585,2017,21990
5586,2017,17490
5587,2018,34990
5588,2016,19750
5589,2013,11000
5590,2017,19000
5591,2017,17880
5592,2018,20690
5593,2016,18590
5594,2019,23490
5595,2019,25490
5596,2019,20690
5597,2019,20990
5598,2019,23490
5599,2019,23790
5600,2019,34990
5601,2019,25490
5602,2019,21490
5603,2013,13495
5604,2018,16289
5605,2014,10489
5606,2015,15789
5607,2017,15989
5608,2016,14789
5609,2018,17490
5610,2016,14495
5611,2017,14371
5612,2016,79950
5613,2020,24490
5614,2019,28466
5615,2019,26396
5616,2019,32026
5617,2016,20503
5618,2017,20342
5619,2017,40321
5620,2015,44176
5621,2016,18532
5622,2017,29062
5623,2017,18812
5624,2019,31490
5625,2019,26990
5626,2019,22990
5627,2014,13590
5628,2017,18289
5629,2017,16810
5630,2017,16300
5631,2015,18500
5632,2017,21680
5633,2013,9595
5634,2015,15495
5635,2018,26995
5636,2019,22995
5637,2019,32490
5638,2019,22990
5639,2020,38990
5640,2020,28490
5641,2019,24490
5642,2019,36490
5643,2020,28490
5644,2019,22990
5645,2020,27990
5646,2017,24490
5647,2019,20990
5648,2016,18990
5649,2016,18490
5650,2019,23890
5651,2016,18490
5652,2017,17990
5653,2016,28490
5654,2018,31975
5655,2017,22995
5656,2019,40850
5657,2019,21950
5658,2018,17495
5659,2017,21950
5660,2017,26950
5661,2018,77850
5662,2015,99850
5663,2014,24490
5664,2017,24990
5665,2018,49990
5666,2018,19990
5667,2016,18495
5668,2018,17495
5669,2017,17595
5670,2017,23400
5671,2017,21958
5672,2019,24790
5673,2019,24490
5674,2018,23390
5675,2016,18490
5676,2014,8490
5677,2016,21490
5678,2019,25490
5679,2015,22990
5680,2017,23490
5681,2019,22495
5682,2018,37495
5683,2019,27995
5684,2019,32995
5685,2020,23490
5686,2017,24990
5687,2017,30490
5688,2016,23490
5689,2015,15890
5690,2018,21990
5691,2019,23995
5692,2020,49995
5693,2020,39994
5694,2020,25995
5695,2020,39994
5696,2020,24995
5697,2020,39995
5698,2019,45394
5699,2020,25995
5700,2016,14990
5701,2015,14365
5702,2017,11990
5703,2019,28395
5704,2018,27994
5705,2019,25494
5706,2019,28985
5707,2016,26295
5708,2019,19295
5709,2018,41495
5710,2018,24994
5711,2019,45394
5712,2018,23995
5713,2018,26490
5714,2017,28490
5715,2017,20990
5716,2016,18990
5717,2017,21890
5718,2017,17880
5719,2018,17090
5720,2017,14307
5721,2018,18450
5722,2019,24990
5723,2019,31490
5724,2019,19490
5725,2019,19990
5726,2019,19790
5727,2018,26890
5728,2018,50990
5729,2017,16790
5730,2014,16990
5731,2017,19990
5732,2019,24995
5733,2017,14995
5734,2019,45394
5735,2019,47995
5736,2019,20995
5737,2018,22766
5738,2018,20682
5739,2016,19490
5740,2015,16990
5741,2018,29990
5742,2019,21290
5743,2019,25490
5744,2018,24990
5745,2014,17990
5746,2014,43990
5747,2019,23990
5748,2015,16990
5749,2018,18490
5750,2016,18990
5751,2019,23690
5752,2018,24890
5753,2019,22490
5754,2016,18990
5755,2015,14150
5756,2016,15000
5757,2018,16990
5758,2016,22495
5759,2017,14995
5760,2019,39890
5761,2019,28990
5762,2019,53990
5763,2019,35995
5764,2019,45995
5765,2016,18995
5766,2019,28995
5767,2019,28995
5768,2019,31495
5769,2016,17172
5770,2016,16982
5771,2020,37950
5772,2017,33000
5773,2017,30300
5774,2017,29800
5775,2018,28950
5776,2017,28490
5777,2020,47890
5778,2020,35990
5779,2020,65990
5780,2020,30990
5781,2020,24990
5782,2020,27990
5783,2020,35990
5784,2019,22890
5785,2019,25490
5786,2019,25490
5787,2019,25490
5788,2019,32890
5789,2019,35490
5790,2019,55890
5791,2016,16295
5792,2014,15999
5793,2016,18150
5794,2016,18150
5795,2015,13750
5796,2020,30990
5797,2019,24490
5798,2017,38990
5799,2015,13490
5800,2019,27990
5801,2015,18395
5802,2017,16294
5803,2016,17995
5804,2017,14994
5805,2017,19495
5806,2017,22395
5807,2018,17495
5808,2019,46495
5809,2017,19495
5810,2017,23994
5811,2020,25990
5812,2015,17690
5813,2017,18790
5814,2013,11690
5815,2017,19890
5816,2019,24990
5817,2019,25490
5818,2019,29990
5819,2018,18990
5820,2019,30490
5821,2019,30490
5822,2019,22990
5823,2019,54890
5824,2019,36490
5825,2019,33990
5826,2019,41890
5827,2019,50640
5828,2019,57633
5829,2019,35660
5830,2019,36360
5831,2019,36920
5832,2019,23800
5833,2017,27782
5834,2017,15072
5835,2018,19012
5836,2018,17132
5837,2020,30990
5838,2019,27990
5839,2019,25490
5840,2019,25490
5841,2019,22990
5842,2019,28990
5843,2020,37890
5844,2016,12690
5845,2017,17490
5846,2019,47890
5847,2019,31990
5848,2019,29890
5849,2019,28390
5850,2019,24490
5851,2019,25890
5852,2020,33120
5853,2020,46200
5854,2020,31001
5855,2014,15499
5856,2015,17030
5857,2014,15830
5858,2016,19790
5859,2013,9608
5860,2016,15921
5861,2019,23250
5862,2018,26060
5863,2013,13150
5864,2019,27490
5865,2020,26880
5866,2020,26880
5867,2020,26880
5868,2020,28200
5869,2020,27720
5870,2020,37080
5871,2016,18902
5872,2017,18801
5873,2018,24222
5874,2017,21362
5875,2017,20792
5876,2019,31346
5877,2019,18946
5878,2018,51416
5879,2018,19462
5880,2016,18942
5881,2019,53010
5882,2015,28561
5883,2017,17901
5884,2018,38123
5885,2013,8795
5886,2019,23122
5887,2019,29755
5888,2019,24172
5889,2019,18672
5890,2018,21492
5891,2019,29386
5892,2018,23522
5893,2018,41632
5894,2020,33120
5895,2017,18192
5896,2018,19450
5897,2018,28452
5898,2018,28082
5899,2019,25675
5900,2016,20592
5901,2017,18896
5902,2018,135771
5903,2019,46220
5904,2018,41501
5905,2019,40260
5906,2019,35068
5907,2019,51540
5908,2019,29316
5909,2017,16501
5910,2017,32222
5911,2018,20792
5912,2019,36000
5913,2017,18401
5914,2017,18101
5915,2018,26951
5916,2016,18501
5917,2017,14981
5918,2016,24486
5919,2015,15499
5920,2018,28842
5921,2019,23016
5922,2019,26876
5923,2017,17462
5924,2015,20262
5925,2017,21752
5926,2015,16502
5927,2017,14542
5928,2016,19552
5929,2019,21326
5930,2019,32375
5931,2014,29772
5932,2018,31796
5933,2017,20651
5934,2020,16862
5935,2017,26551
5936,2014,11850
5937,2016,25432
5938,2017,21042
5939,2019,24660
5940,2017,24202
5941,2019,39960
5942,2019,24202
5943,2017,19922
5944,2019,28692
5945,2019,24562
5946,2017,26512
5947,2018,29449
5948,2016,17050
5949,2019,28929
5950,2019,19302
5951,2019,23980
5952,2019,33932
5953,2019,36412
5954,2019,36412
5955,2019,33932
5956,2019,44670
5957,2019,39190
5958,2019,25440
5959,2019,37321
5960,2019,38521
5961,2019,40924
5962,2019,44160
5963,2019,58921
5964,2019,44280
5965,2019,61990
5966,2019,32734
5967,2018,25301
5968,2018,23202
5969,2019,26925
5970,2018,19682
5971,2018,21326
5972,2018,29401
5973,2016,18232
5974,2014,9792
5975,2018,29932
5976,2016,19232
5977,2013,11552
5978,2018,41112
5979,2017,16292
5980,2016,16592
5981,2017,29302
5982,2017,15001
5983,2017,17272
5984,2016,19250
5985,2016,17899
5986,2019,39496
5987,2017,13782
5988,2016,16072
5989,2016,33037
5990,2019,19114
5991,2018,25882
5992,2016,17136
5993,2018,18192
5994,2018,27326
5995,2017,22706
5996,2019,30666
5997,2019,31876
5998,2019,26866
5999,2019,28825
6000,2019,26185
6001,2015,15695
6002,2017,32745
6003,2017,17495
6004,2016,17399
6005,2015,15999
6006,2014,12999
6007,2017,18792
6008,2019,39838
6009,2019,37970
6010,2019,47550
6011,2019,39480
6012,2019,79210
6013,2019,46076
6014,2019,23820
6015,2017,23332
6016,2017,19895
6017,2015,16946
6018,2017,20992
6019,2016,14401
6020,2019,21210
6021,2019,23200
6022,2019,52713
6023,2019,36890
6024,2016,28652
6025,2017,16601
6026,2019,56693
6027,2019,59812
6028,2019,38520
6029,2017,30122
6030,2017,29676
6031,2019,43995
6032,2019,63495
6033,2019,30995
6034,2019,32495
6035,2019,31995
6036,2019,46995
6037,2019,46895
6038,2019,45395
6039,2020,23495
6040,2019,34995
6041,2018,27950
6042,2014,15950
6043,2016,16950
6044,2015,16000
6045,2017,20000
6046,2017,19995
6047,2018,22995
6048,2019,25750
6049,2017,19019
6050,2018,30995
6051,2016,23950
6052,2018,27989
6053,2018,24975
6054,2017,26925
6055,2015,19599
6056,2019,27950
6057,2019,26999
6058,2018,34999
6059,2015,13795
6060,2014,12450
6061,2019,27995
6062,2019,29995
6063,2019,32995
6064,2019,25495
6065,2018,26595
6066,2018,21695
6067,2019,31628
6068,2018,36495
6069,2017,14645
6070,2018,26995
6071,2018,42895
6072,2019,31295
6073,2019,23945
6074,2016,32995
6075,2019,25495
6076,2019,24795
6077,2019,32994
6078,2018,17499
6079,2016,18750
6080,2017,21450
6081,2019,30840
6082,2019,27295
6083,2019,29595
6084,2014,16995
6085,2016,22995
6086,2019,21795
6087,2019,21995
6088,2019,35995
6089,2019,35995
6090,2019,23495
6091,2019,23995
6092,2019,21295
6093,2019,24495
6094,2019,31295
6095,2019,31795
6096,2019,34695
6097,2018,26395
6098,2019,28795
6099,2019,24595
6100,2019,25495
6101,2019,24000
6102,2013,15000
6103,2017,14500
6104,2016,22000
6105,2018,20500
6106,2016,18000
6107,2017,16795
6108,2019,25495
6109,2019,20295
6110,2019,23495
6111,2019,18195
6112,2018,26295
6113,2020,26495
6114,2020,27995
6115,2019,24003
6116,2019,47995
6117,2019,32495
6118,2020,27995
6119,2020,50495
6120,2017,20995
6121,2019,26995
6122,2019,42895
6123,2019,32495
6124,2017,16995
6125,2019,28995
6126,2019,29995
6127,2019,30995
6128,2019,26995
6129,2019,37995
6130,2019,21480
6131,2017,20981
6132,2018,29981
6133,2019,38949
6134,2019,24981
6135,2018,27890
6136,2019,29990
6137,2019,25989
6138,2019,26990
6139,2019,26990
6140,2019,35990
6141,2019,43989
6142,2019,44990
6143,2018,43980
6144,2018,30980
6145,2019,24981
6146,2019,26981
6147,2019,44981
6148,2019,29990
6149,2019,21480
6150,2019,28989
6151,2017,26949
6152,2018,24750
6153,2018,21891
6154,2017,19989
